Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Army,Revolving and Management Funds,1967,Constant,2862e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1967,Constant,-391e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1967,Current,7467e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1967,Current,7523e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1967,Current,5598e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1967,Current,1597e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1967,Current,403e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1967,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1967,Current,475e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1967,Current,-65e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1968,Constant,86677e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1968,Constant,57654e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1968,Constant,37843e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1968,Constant,9631e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1968,Constant,2755e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1968,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1968,Constant,1343e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1968,Constant,-392e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1968,Current,8432e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1968,Current,8373e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1968,Current,64e8,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1968,Current,1558e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1968,Current,481e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1968,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1968,Current,23e7,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1968,Current,-67e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1969,Constant,87911e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1969,Constant,54706e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1969,Constant,32609e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1969,Constant,9578e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1969,Constant,3011e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1969,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1969,Constant,583e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1969,Constant,-375e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1969,Current,9018e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1969,Current,826e7,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1969,Current,5672e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1969,Current,1599e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1969,Current,557e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1969,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1969,Current,103e6,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1969,Current,-66e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1970,Constant,83865e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1970,Constant,49003e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1970,Constant,2351e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1970,Constant,9288e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1970,Constant,1706e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1970,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1970,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1970,Constant,-254e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1970,Current,9629e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1970,Current,7823e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1970,Current,4259e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1970,Current,1632e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1970,Current,313e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1970,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1970,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1970,Current,-47e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1971,Constant,77444e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1971,Constant,42464e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1971,Constant,13761e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1971,Constant,8813e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1971,Constant,3174e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1971,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1971,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1971,Constant,-233e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1971,Current,9507e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1971,Current,7121e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1971,Current,2602e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1971,Current,1638e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1971,Current,672e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1971,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1971,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1971,Current,-45e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1972,Constant,64719e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1972,Constant,40696e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1972,Constant,15356e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1972,Constant,9142e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1972,Constant,2631e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1972,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1972,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1972,Constant,-218e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1972,Current,8951e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1972,Current,7169e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1972,Current,3107e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1972,Current,18e8,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1972,Current,599e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1972,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1972,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1972,Current,-43e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1973,Constant,56889e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1973,Constant,39108e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1973,Constant,12108e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1973,Constant,8702e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1973,Constant,2e9,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1973,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1973,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1973,Constant,-213e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1973,Current,8748e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1973,Current,7353e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1973,Current,2674e6,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1973,Current,1825e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1973,Current,492e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1973,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1973,Current,0,tbl.6-19,All enacted war and supplemental funding is included
Army,"Trust, Receipts, and Other",1973,Current,-44e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Personnel,1974,Constant,54086e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Operation and Maintenance,1974,Constant,35884e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Procurement,1974,Constant,1043e7,tbl.6-19,All enacted war and supplemental funding is included
Army,RDT&E,1974,Constant,8309e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Military Construction,1974,Constant,2321e6,tbl.6-19,All enacted war and supplemental funding is included
Army,Family Housing,1974,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
Army,Revolving and Management Funds,1974,Constant,0,tbl.6-19,All enacted war and supplemental funding is included
