Public Law Title,FY,Amount,Deflator.Type,Source
Revolving and Management Funds,2006,5805e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2006,-3043e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2007,164574e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2007,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2007,29119e7,Constant,Table 6.8 DOD BA By Title
Procurement,2007,159635e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2007,92172e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2007,167e8,Constant,Table 6.8 DOD BA By Title
Family Housing,2007,4806e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2007,3379e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2007,-2268e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2008,168118e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2008,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2008,300177e6,Constant,Table 6.8 DOD BA By Title
Procurement,2008,193902e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2008,92686e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2008,25985e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2008,3322e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2008,11993e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2008,-1801e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2009,174806e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2009,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2009,314823e6,Constant,Table 6.8 DOD BA By Title
Procurement,2009,156914e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2009,91875e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2009,31057e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2009,4442e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2009,-1381e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2009,-1396e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2010,178953e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2010,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2010,331975e6,Constant,Table 6.8 DOD BA By Title
Procurement,2010,154899e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2010,90828e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2010,2583e7,Constant,Table 6.8 DOD BA By Title
Family Housing,2010,2566e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2010,6307e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2010,-1807e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2011,177695e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2011,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2011,337652e6,Constant,Table 6.8 DOD BA By Title
Procurement,2011,147961e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2011,85239e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2011,17985e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2011,2034e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2011,3166e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2011,-2324e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2012,17449e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2012,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2012,3117e8,Constant,Table 6.8 DOD BA By Title
Procurement,2012,13073e7,Constant,Table 6.8 DOD BA By Title
RDT&E,2012,78879e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2012,12606e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2012,1841e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2012,7987e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2012,-499e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2013,1661e8,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2013,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2013,275888e6,Constant,Table 6.8 DOD BA By Title
Procurement,2013,106515e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2013,68521e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2013,8824e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2013,1594e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2013,4842e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2013,-1803e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2014,160279e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2014,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2014,277512e6,Constant,Table 6.8 DOD BA By Title
Procurement,2014,107871e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2014,67822e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2014,9043e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2014,15e8,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2014,12014e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2014,-2004e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2015,153916e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2015,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2015,258254e6,Constant,Table 6.8 DOD BA By Title
Procurement,2015,108064e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2015,67407e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2015,5988e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2015,119e7,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2015,7869e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2015,-1929e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2016,151421e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2016,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2016,256036e6,Constant,Table 6.8 DOD BA By Title
Procurement,2016,123648e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2016,72294e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2016,7206e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2016,13e8,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2016,9665e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2016,-824e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2017,14872e7,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2017,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2017,255223e6,Constant,Table 6.8 DOD BA By Title
Procurement,2017,122109e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2017,7189e7,Constant,Table 6.8 DOD BA By Title
Military Construction,2017,6779e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2017,1356e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2017,1288e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2017,-912e6,Constant,Table 6.8 DOD BA By Title
Military Personnel,2018,149199e6,Constant,Table 6.8 DOD BA By Title
"Retired Pay, Defense",2018,NA,Constant,Table 6.8 DOD BA By Title
Operation and Maintenance,2018,224312e6,Constant,Table 6.8 DOD BA By Title
Procurement,2018,115169e6,Constant,Table 6.8 DOD BA By Title
RDT&E,2018,83047e6,Constant,Table 6.8 DOD BA By Title
Military Construction,2018,8375e6,Constant,Table 6.8 DOD BA By Title
Family Housing,2018,1407e6,Constant,Table 6.8 DOD BA By Title
Revolving and Management Funds,2018,2096e6,Constant,Table 6.8 DOD BA By Title
"Trust, Receipts, and Other",2018,-1349e6,Constant,Table 6.8 DOD BA By Title
