source.table,budget.type,deflator.type,military.dept,FY,amount
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1979,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1979,120300000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1979,148990000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1979,127939000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1979,56901000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1979,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1980,34380000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1980,47225000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1980,41720000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1980,19296000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1980,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1980,120864000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1980,149870000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1980,133260000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1980,59282000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1980,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1981,43252000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1981,58011000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1981,53144000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1981,23957000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1981,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1981,134085000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1981,165207000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1981,150930000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1981,66010000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1981,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1982,52254000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1982,69569000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1982,64821000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1982,27107000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1982,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1982,147276000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1982,182942000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1982,168639000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1982,70299000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1982,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1983,57529000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1983,81854000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1983,74074000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1983,26017000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1983,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1983,153925000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1983,204754000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1983,184756000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1983,65012000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1983,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1984,62181000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1984,82088000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1984,86108000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1984,27773000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1984,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1984,159785000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1984,200313000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1984,206600000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1984,66867000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1984,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1985,74270000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1985,99015000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1985,99420000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1985,14096000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1985,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1985,182145000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1985,232519000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1985,230984000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1985,31972000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1985,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1986,73128000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1986,96113000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1986,94870000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1986,17279000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1986,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1986,175351000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1986,221659000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1986,217078000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1986,37680000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1986,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1987,74102000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1987,93500000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1987,91624000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1987,20244000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1987,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1987,173195000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1987,210592000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1987,205451000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1987,42351000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1987,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1988,76011000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1988,100281000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1988,88324000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1988,19138000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1988,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1988,170761000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1988,216364000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1988,192984000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1988,38662000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1988,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1989,78258000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1989,97675000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1989,94685000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1989,20220000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1989,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1989,169000000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1989,205055000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1989,198318000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1989,39071000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1989,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1990,78733000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1990,99977000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1990,92890000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1990,21398000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1990,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1990,165536000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1990,203754000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1990,190203000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1990,39817000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1990,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1991,92118000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1991,103470000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1991,91257000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1991,-10636000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1991,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1991,182350000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1991,201407000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1991,177360000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1991,-15785000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1991,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1992,74011000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1992,90311000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1992,82340000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1992,35222000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1992,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1992,148028000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1992,175074000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1992,158052000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1992,60356000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1992,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1993,65322000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1993,83198000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1993,79146000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1993,39736000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1993,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1993,126693000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1993,158104000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1993,147012000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1993,79883000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1993,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1994,62842000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1994,78055000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1994,74575000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1994,35890000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1994,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1994,119196000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1994,143897000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1994,136315000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1994,71984000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1994,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1995,63843000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1995,76948000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1995,73932000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1995,41005000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1995,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1995,118035000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1995,138940000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1995,133604000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1995,78504000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1995,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1996,65161000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1996,80117000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1996,72992000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1996,36298000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1996,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1996,117156000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1996,140850000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1996,128938000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1996,69649000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1996,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1997,65120000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1997,79562000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1997,73216000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1997,40108000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1997,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1997,114420000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1997,136949000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1997,126167000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1997,74130000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1997,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1998,64046000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1998,80696000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1998,76284000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1998,37558000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1998,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1998,109177000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1998,134768000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1998,127270000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1998,68830000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1998,0
tbl.6.10.BA.by.Public.Law,BA,current,army,1999,68367000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,1999,84028000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,1999,81914000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,1999,44287000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,1999,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,1999,112812000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,1999,137803000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,1999,133481000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,1999,77227000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,1999,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2000,73165000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2000,88795000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2000,83050000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2000,45524000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2000,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2000,116764000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2000,141267000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2000,132283000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2000,79136000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2000,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2001,77027000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2001,95501000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2001,89549000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2001,57352000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2001,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2001,119551000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2001,147089000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2001,137628000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2001,94857000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2001,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2002,85918000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2002,102376000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2002,100228000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2002,57109000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2002,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2002,128819000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2002,153419000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2002,150171000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2002,94821000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2002,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2003,121132000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2003,124057000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2003,125245000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2003,67367000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2003,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2003,176378000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2003,181812000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2003,183570000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2003,104151000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2003,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2004,153105000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2004,124284000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2004,125536000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2004,68086000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2004,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2004,215597000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2004,176642000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2004,178697000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2004,102764000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2004,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2005,152927000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2005,131665000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2005,127918000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2005,71403000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2005,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2005,208327000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2005,179404000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2005,174312000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2005,103231000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2005,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2006,174941000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2006,143803000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2006,141657000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2006,76061000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2006,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2006,231010000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2006,189841000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2006,186269000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2006,106681000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2006,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2007,218680000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2007,150256000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2007,148947000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2007,84363000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2007,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2007,281130000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2007,193698000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2007,191503000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2007,114425000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2007,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2008,251674000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2008,165345000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2008,157909000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2008,98558000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2008,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2008,316188000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2008,207139000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2008,196623000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2008,128536000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2008,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2009,234689000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2009,166091000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2009,163526000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2009,100219000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2009,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2009,289549000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2009,205221000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2009,201889000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2009,127802000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2009,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2010,243337000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2010,174989000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2010,164936000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2010,112412000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2010,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2010,294354000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2010,211352000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2010,198609000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2010,139544000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2010,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2011,237066000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2011,176498000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2011,166809000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2011,110407000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2011,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2011,281858000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2011,208939000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2011,196994000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2011,134536000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2011,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2012,203546000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2012,173888000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2012,162793000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2012,115162000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2012,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2012,238275000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2012,202481000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2012,189305000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2012,137633000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2012,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2013,175554000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2013,162065000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2013,144277000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2013,103465000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2013,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2013,202641000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2013,186213000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2013,164247000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2013,121753000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2013,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2014,166044000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2014,163950000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2014,151108000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2014,114639000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2014,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2014,189272000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2014,186153000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2014,170223000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2014,132892000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2014,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2015,148017000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2015,161077000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2015,153170000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2015,108580000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2015,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2015,166866000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2015,180665000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2015,171494000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2015,123869000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2015,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2016,147459000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2016,171617000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2016,163183000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2016,113465000000
tbl.6.10.BA.by.Public.Law,BA,current,OCO.place.holder,2016,0
tbl.6.10.BA.by.Public.Law,BA,constant,army,2016,164347000000
tbl.6.10.BA.by.Public.Law,BA,constant,navy,2016,191146000000
tbl.6.10.BA.by.Public.Law,BA,constant,air.force,2016,181653000000
tbl.6.10.BA.by.Public.Law,BA,constant,defense.wide,2016,126972000000
tbl.6.10.BA.by.Public.Law,BA,constant,OCO.place.holder,2016,0
tbl.6.10.BA.by.Public.Law,BA,current,army,2017,159347000000
tbl.6.10.BA.by.Public.Law,BA,current,navy,2017,174086000000
tbl.6.10.BA.by.Public.Law,BA,current,air.force,2017,170120000000
tbl.6.10.BA.by.Public.Law,BA,current,defense.wide,2017,122687000000
