budget.type,deflator.type,spending.category,source.table,public.law.title,FY,amount
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1987,160424000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1987,71584000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1987,10163000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1987,6231000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1987,1313000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1987,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1987,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1988,76563000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1988,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1988,82720000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1988,82101000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1988,36878000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1988,5461000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1988,3253000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1988,830000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1988,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1988,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1988,195395000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1988,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1988,189453000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1988,152376000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1988,71002000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1988,10300000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1988,6238000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1988,1602000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1988,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1988,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1989,78448000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1989,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1989,86623000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1989,79412000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1989,37306000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1989,5680000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1989,3350000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1989,722000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1989,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1989,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1989,193868000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1989,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1989,189738000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1989,142247000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1989,68977000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1989,10348000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1989,6192000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1989,1337000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1989,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1989,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1990,78864000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1990,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1990,88531000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1990,79709000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1990,35793000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1990,5158000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1990,3165000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1990,137000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1990,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1990,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1990,191772000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1990,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1990,187597000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1990,138267000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1990,63787000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1990,9147000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1990,5656000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1990,243000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1990,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1990,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1991,83974000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1991,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1991,109764000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1991,71416000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1991,34714000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1991,5496000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1991,3385000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1991,1871000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1991,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1991,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1991,193506000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1991,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1991,211557000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1991,120600000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1991,59881000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1991,9477000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1991,5814000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1991,3190000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1991,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1991,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1992,81055000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1992,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1992,92145000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1992,61919000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1992,37879000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1992,4988000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1992,3705000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1992,3504000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1992,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1992,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1992,182516000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1992,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1992,177906000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1992,102290000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1992,63621000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1992,8414000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1992,6225000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1992,6015000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1992,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1992,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1993,75983000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1993,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1993,90767000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1993,53621000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1993,37677000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1993,3905000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1993,3822000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1993,3881000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1993,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1993,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1993,163738000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1993,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1993,183025000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1993,86886000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1993,62407000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1993,6481000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1993,6291000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1993,6504000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1993,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1993,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1994,71293000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1994,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1994,89091000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1994,43761000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1994,34508000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1994,6477000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1994,3566000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1994,2643000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1994,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1994,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1994,149952000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1994,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1994,175025000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1994,69654000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1994,56039000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1994,10479000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1994,5748000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1994,4489000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1994,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1994,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1995,71473000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1995,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1995,93989000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1995,43084000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1995,34422000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1995,5874000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1995,3728000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1995,1645000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1995,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1995,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1995,146668000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1995,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1995,179708000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1995,67502000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1995,54766000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1995,9344000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1995,5920000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1995,2839000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1995,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1995,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1996,69699000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1996,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1996,93233000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1996,43432000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1996,35115000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1996,7358000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1996,4312000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1996,1903000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1996,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1996,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1996,139965000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1996,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1996,173987000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1996,67119000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1996,54834000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1996,11507000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1996,6718000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1996,3178000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1996,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1996,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1997,70187000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1997,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1997,91834000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1997,43149000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1997,36481000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1997,6003000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1997,4122000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1997,2411000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1997,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1997,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1997,136726000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1997,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1997,167433000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1997,65906000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1997,56175000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1997,9300000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1997,6335000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1997,3881000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1997,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1997,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1998,69686000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1998,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1998,95856000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1998,44884000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1998,37184000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1998,5469000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1998,3931000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1998,2114000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1998,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1998,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1998,129782000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1998,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1998,168964000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1998,67798000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1998,56544000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1998,8378000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1998,5978000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1998,3368000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1998,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1998,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1999,70731000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1999,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1999,102661000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1999,50770000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1999,38104000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1999,5148000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1999,3553000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1999,1764000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1999,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1999,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,1999,127727000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,1999,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,1999,176394000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,1999,75630000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,1999,57226000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,1999,7758000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,1999,5330000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,1999,2612000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,1999,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,1999,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2000,73538000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2000,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2000,106791000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2000,55502000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2000,38753000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2000,5404000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2000,3601000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2000,3369000000
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,trust.receipts.and.other,2000,0
TOA,current,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,OCO.placeholder,2000,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILPERS,2000,126608000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Retired.Pay.Defense,2000,0
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,O&M,2000,180542000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,Procurement,2000,81463000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,RDT.E,2000,57124000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,MILCON,2000,8011000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,family.housing,2000,5330000000
TOA,constant,Public.Law.Title,tbl.6.01.TOA.by.Public.Law.Title,revolving.and.management,2000,4911000000
